,model,scenario,final_energy_demand,energy_per_gdp,region
574,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB450,1352.910279525959,2.7176330194539468e-05,Pacific OECD
575,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB500,1354.224526555487,2.7202729883988323e-05,Pacific OECD
576,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB550,1356.1275542933472,2.7240956594921124e-05,Pacific OECD
577,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB600,1357.207548295474,2.7262650770842532e-05,Pacific OECD
578,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_50,1393.7214317569285,2.799611535727121e-05,Pacific OECD
579,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,871.4303,2.8588645802129805e-05,Pacific OECD
580,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,838.43195,2.7973263650962453e-05,Pacific OECD
581,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,869.0383499999999,2.8417430512786176e-05,Pacific OECD
582,REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,850.6366,2.7855979710486914e-05,Pacific OECD
583,REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,852.6288499999999,2.8014678352488442e-05,Pacific OECD
584,REMIND-MAgPIE 1.7-3.0,CO_Bridge,835.9431999999999,2.7563747777377413e-05,Pacific OECD
585,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,821.5663500000003,2.7495189495756475e-05,Pacific OECD
586,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,809.0980500000001,2.7041379726295825e-05,Pacific OECD
587,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,803.4187,2.682494262300632e-05,Pacific OECD
588,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,852.6288499999999,2.8014678352488442e-05,Pacific OECD
589,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,850.6366,2.7855979710486914e-05,Pacific OECD
590,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,842.2920999999999,2.7704862709211433e-05,Pacific OECD
591,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,824.72435,2.7138201779732605e-05,Pacific OECD
592,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,783.5255999999999,2.6777231959125574e-05,Pacific OECD
593,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,777.5993500000001,2.6410179172216238e-05,Pacific OECD
594,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,778.4590999999999,2.6332078022008804e-05,Pacific OECD
595,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,666.4466500000001,2.1090641162965114e-05,Pacific OECD
596,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,663.2298000000001,2.0962987621955836e-05,Pacific OECD
597,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,658.0316499999999,2.0780101667413496e-05,Pacific OECD
598,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,633.54175,2.2580423157781e-05,Pacific OECD
599,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,630.39375,2.2444979348085566e-05,Pacific OECD
600,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,653.4209999999999,2.0615007187722614e-05,Pacific OECD
601,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,636.68435,2.241806818122065e-05,Pacific OECD
602,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,637.2676499999999,2.2437582561581815e-05,Pacific OECD
603,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,654.8432999999999,2.0662704873471118e-05,Pacific OECD
604,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,645.2085,2.036506084105016e-05,Pacific OECD
605,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,643.38355,2.0286747228183668e-05,Pacific OECD
606,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,568.5462,1.769171247400778e-05,Pacific OECD
607,WITCH 5.0,EN_INDCi2030_500f,1550.1257959992242,4.515626733086368e-05,Pacific OECD
608,AIM/CGE 2.2,EN_NPi2020_400f,2669.4149000000007,7.52410214424177e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
609,AIM/CGE 2.2,EN_NPi2020_500f,2690.6580999999996,7.573120838561848e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
610,AIM/CGE 2.2,EN_NPi2020_600f,2712.8026999999997,7.625046680180553e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
611,GCAM 5.3,NGFS2_Divergent Net Zero Policies,1365.0524892469998,4.0146390867747936e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
612,GCAM 5.3,NGFS2_Net-Zero 2050,1419.074001781,4.0481334087245926e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
613,IMAGE 3.2,SSP1_SPA1_19I_D,1655.7586358642575,3.921571268890026e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
614,IMAGE 3.2,SSP1_SPA1_19I_LI,1568.8903120117186,3.71582852618711e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
615,IMAGE 3.2,SSP1_SPA1_19I_LIRE,1728.9645545654298,4.7962151919703555e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
616,IMAGE 3.2,SSP1_SPA1_19I_RE,1647.578651123047,3.902197434777818e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
617,IMAGE 3.2,SSP2_SPA2_19I_D,1790.8624274902345,4.967922308630835e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
618,IMAGE 3.2,SSP2_SPA2_19I_LIRE,1807.7706284179687,5.0148263182846754e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
619,IMAGE 3.2,SSP2_SPA2_19I_RE,1752.4534531249997,4.861374313837013e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
620,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,1636.5010680464918,3.890953314009982e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
621,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,1626.3445710376068,3.863241979703428e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
622,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,1869.9114548412715,3.910479671856557e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
623,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,1675.3471072085895,3.927566614769133e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
624,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,1676.5557147095028,3.927685130302325e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
625,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,1873.4334435305307,3.9124564101843484e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
626,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,1698.2991425839714,3.5432655732511844e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
627,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,1740.9204880244295,3.612314041118589e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
628,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,1789.3596943681061,3.694672068574507e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
629,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,1810.3768450912517,3.732255457534068e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
630,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,1835.8777081294231,3.778860699803051e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
631,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,1823.6537346864097,3.736839642534341e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
632,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,1780.703593046026,3.6720938723328095e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
633,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,1879.9358442173727,3.8613808313752796e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
634,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,1667.5098607012194,3.853465994765206e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
635,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,1779.9819437727192,3.86594867072958e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
636,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,1905.984982061627,3.8854904162823115e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
637,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,1908.2413802478097,3.8929268964240426e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
638,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,1898.2844017700345,3.878361009581935e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
639,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,1888.8390145793423,3.8678459061194194e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
640,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,1862.2944118730607,3.806694548529981e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
641,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,1666.139184362928,3.830288474330878e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
642,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,1918.5994728052992,3.933196935859608e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
643,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,1703.6303705939183,3.930020398673123e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
644,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_int_mc_50,2262.4433305225393,4.544640200499164e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
645,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_noint_mc_50,2262.3738514985293,4.5445006358252794e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
646,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_100,2213.4485286268678,4.446223004799566e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
647,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_120,2196.911717041071,4.4130049962722035e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
648,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_80,2224.8798695965256,4.469185495473127e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
649,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB400,2180.520426667528,4.3800793007366466e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
650,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB450,2182.518035603364,4.3840919600283516e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
651,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB500,2185.3961447168167,4.3898733074529945e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
652,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB550,2183.086277443007,4.385233405111458e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
653,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB600,2191.4087213346284,4.401950957387244e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
654,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_50,2244.9470092609304,4.509494796460252e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
655,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,1333.07875,4.3733751523324294e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
656,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,1289.0657500000002,4.300811304742819e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
657,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,1331.509,4.3540155028428164e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
658,REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,1362.39875,4.461476491558526e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
659,REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,1371.9811,4.507894522006062e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
660,REMIND-MAgPIE 1.7-3.0,CO_Bridge,1336.6524499999998,4.407374926647357e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
661,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,1311.0395999999998,4.387628855349389e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
662,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,1310.49825,4.379899421200701e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
663,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,1244.3271,4.1546211286533223e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
664,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,1371.9811,4.507894522006062e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
665,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,1362.39875,4.461476491558526e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
666,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,1348.4179,4.435246726657319e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
667,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,1283.7398499999997,4.2242466930900804e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
668,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,1245.4846,4.256482498557639e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
669,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,1248.33105,4.2397986439598774e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
670,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,1212.9492,4.1029095775401895e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
671,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,3212.41385,0.0001016613524537774,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
672,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,3022.5728499999996,9.553575132029616e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
673,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,2712.6392,8.566292877099638e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
674,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,1475.7028999999998,5.2596369437633076e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
675,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,1477.9773500000001,5.2622937803060765e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
676,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,2561.8601999999996,8.082502159701095e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
677,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,1935.6686500000003,6.815614640433888e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
678,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,1930.2400499999999,6.796190028718203e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
679,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,2558.3823500000003,8.072633476061755e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
680,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,2332.51495,7.3622416427262e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
681,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,2184.67845,6.888584498315211e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
682,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,1859.9412499999999,5.787664364575231e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
683,WITCH 5.0,EN_INDCi2030_500f,2586.8135953893384,7.535572051635742e-05,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia
684,AIM/CGE 2.2,EN_NPi2020_400f,6098.022599999999,0.00017188090513878062,North America; primarily the United States of America and Canada
685,AIM/CGE 2.2,EN_NPi2020_500f,6130.208,0.00017254071020587325,North America; primarily the United States of America and Canada
686,AIM/CGE 2.2,EN_NPi2020_600f,6162.636299999999,0.00017321712876677378,North America; primarily the United States of America and Canada
687,GCAM 5.3,NGFS2_Divergent Net Zero Policies,4520.79606235,0.00013295726514706824,North America; primarily the United States of America and Canada
688,GCAM 5.3,NGFS2_Net-Zero 2050,4835.844159966999,0.00013795011591206097,North America; primarily the United States of America and Canada
689,IMAGE 3.2,SSP1_SPA1_19I_D,3856.4036723632807,9.133675352922427e-05,North America; primarily the United States of America and Canada
690,IMAGE 3.2,SSP1_SPA1_19I_LI,3519.0646535644537,8.334706846678449e-05,North America; primarily the United States of America and Canada
691,IMAGE 3.2,SSP1_SPA1_19I_LIRE,3614.4814916992186,0.00010026712806695321,North America; primarily the United States of America and Canada
692,IMAGE 3.2,SSP1_SPA1_19I_RE,3904.4629335937498,9.24750101202709e-05,North America; primarily the United States of America and Canada
693,IMAGE 3.2,SSP2_SPA2_19I_D,3997.11198828125,0.00011088144746275578,North America; primarily the United States of America and Canada
694,IMAGE 3.2,SSP2_SPA2_19I_LIRE,3978.279891113282,0.00011035903773321466,North America; primarily the United States of America and Canada
695,IMAGE 3.2,SSP2_SPA2_19I_RE,3915.0465366210933,0.0001086049197864132,North America; primarily the United States of America and Canada
696,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,4835.018685074554,0.00011495765168334472,North America; primarily the United States of America and Canada
697,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,4772.9814990349,0.00011337808004398005,North America; primarily the United States of America and Canada
698,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,4905.50027852329,0.00010258699185882227,North America; primarily the United States of America and Canada
699,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,4927.821246129631,0.00011552439567043732,North America; primarily the United States of America and Canada
700,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,4930.083996621997,0.00011549760878676703,North America; primarily the United States of America and Canada
701,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,4918.350303606723,0.00010271425034782489,North America; primarily the United States of America and Canada
702,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,4789.705470885192,9.993056037924262e-05,North America; primarily the United States of America and Canada
703,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,4887.663447929734,0.0001014163221276934,North America; primarily the United States of America and Canada
704,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,5022.150698055648,0.00010369742856441584,North America; primarily the United States of America and Canada
705,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,5092.867502180241,0.00010499406563362233,North America; primarily the United States of America and Canada
706,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,5144.774359364622,0.00010589695353818652,North America; primarily the United States of America and Canada
707,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,5064.5774554455875,0.00010377800044068753,North America; primarily the United States of America and Canada
708,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,4929.86379317757,0.00010166162800512093,North America; primarily the United States of America and Canada
709,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,5225.519187027441,0.00010733195861357486,North America; primarily the United States of America and Canada
710,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,5268.0044895343435,0.00012173886727215194,North America; primarily the United States of America and Canada
711,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,4971.838644297143,0.0001079835279523305,North America; primarily the United States of America and Canada
712,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,5269.278883785107,0.00010741812131971879,North America; primarily the United States of America and Canada
713,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,5289.564512675999,0.00010791028941575728,North America; primarily the United States of America and Canada
714,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,5281.547795334429,0.00010790663938748392,North America; primarily the United States of America and Canada
715,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,5232.440218557468,0.00010714662457811052,North America; primarily the United States of America and Canada
716,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,5193.7777134611915,0.00010616541177409109,North America; primarily the United States of America and Canada
717,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,5252.393912998886,0.00012074731844985548,North America; primarily the United States of America and Canada
718,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,5299.759024178525,0.00010864693882259104,North America; primarily the United States of America and Canada
719,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,5344.782389913278,0.00012329613384096506,North America; primarily the United States of America and Canada
720,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_int_mc_50,6180.114156896446,0.00012414187291320434,North America; primarily the United States of America and Canada
721,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_noint_mc_50,6180.004732372311,0.00012413967486879548,North America; primarily the United States of America and Canada
722,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_100,6134.878726493596,0.00012323321989471717,North America; primarily the United States of America and Canada
723,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_120,6144.070496529378,0.0001234178578425138,North America; primarily the United States of America and Canada
724,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_80,6164.260151802198,0.0001238234137367305,North America; primarily the United States of America and Canada
725,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB400,6077.583061902014,0.0001220823040333919,North America; primarily the United States of America and Canada
726,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB450,6082.893087540186,0.00012218896817237307,North America; primarily the United States of America and Canada
727,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB500,6084.0573251942515,0.00012221235457677152,North America; primarily the United States of America and Canada
728,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB550,6082.431492287472,0.00012217969596475234,North America; primarily the United States of America and Canada
729,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB600,6105.9156841939375,0.00012265143024252402,North America; primarily the United States of America and Canada
730,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_50,6201.9081700702145,0.00012457965602610487,North America; primarily the United States of America and Canada
731,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,5355.752949999999,0.00017570392501989177,North America; primarily the United States of America and Canada
732,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,5235.852800000001,0.00017468786919681435,North America; primarily the United States of America and Canada
733,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,5369.7815,0.00017559109174536974,North America; primarily the United States of America and Canada
734,REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,5084.69505,0.0001665096025104178,North America; primarily the United States of America and Canada
735,REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,5078.101699999999,0.00016685030745408714,North America; primarily the United States of America and Canada
736,REMIND-MAgPIE 1.7-3.0,CO_Bridge,4879.48605,0.00016089241800810344,North America; primarily the United States of America and Canada
737,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,5027.860550000001,0.000168266359230132,North America; primarily the United States of America and Canada
738,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,4797.4467,0.0001603385126578476,North America; primarily the United States of America and Canada
739,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,4641.722,0.00015498011973326753,North America; primarily the United States of America and Canada
740,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,5078.101699999999,0.00016685030745408714,North America; primarily the United States of America and Canada
741,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,5084.69505,0.0001665096025104178,North America; primarily the United States of America and Canada
742,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,4916.179500000001,0.00016170409066087614,North America; primarily the United States of America and Canada
743,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,4744.591850000001,0.00015612451722539153,North America; primarily the United States of America and Canada
744,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,4875.56935,0.0001666241044552381,North America; primarily the United States of America and Canada
745,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,4666.5087,0.00015849207033892952,North America; primarily the United States of America and Canada
746,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,4524.0962,0.0001530316160700974,North America; primarily the United States of America and Canada
747,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,5197.039849999999,0.0001644676323093229,North America; primarily the United States of America and Canada
748,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,5154.18005,0.00016291037071838706,North America; primarily the United States of America and Canada
749,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,5055.070500000001,0.00015963499464796685,North America; primarily the United States of America and Canada
750,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,4182.8222,0.00014908235371979898,North America; primarily the United States of America and Canada
751,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,4160.19755,0.00014812257909236278,North America; primarily the United States of America and Canada
752,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,4971.607400000001,0.0001568509770661411,North America; primarily the United States of America and Canada
753,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,4425.3459,0.00015581929430444656,North America; primarily the United States of America and Canada
754,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,4412.348550000001,0.00015535455923598325,North America; primarily the United States of America and Canada
755,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,4973.472,0.0001569312599403127,North America; primarily the United States of America and Canada
756,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,4826.2395,0.00015233317764874377,North America; primarily the United States of America and Canada
